step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1041,0.0,1.0,,
1042,0.0,1.0,,
1043,0.0,1.0,,
1044,0.0,1.0,,
1045,0.0,1.0,,
1046,0.0,1.0,,
1047,4.64375,0.66667,,
1048,0.0,1.0,,
1049,0.0,1.0,,
1050,0.0,1.0,,
1051,0.0,1.0,,
1052,0.0,1.0,,
1053,2e-05,1.0,,
1054,0.0,1.0,,
1055,0.0,1.0,,
1056,0.0,1.0,,
1057,0.0,1.0,,
1058,0.0,1.0,,
1059,5.75564,0.66667,,
1060,5.83146,0.66667,,
1061,0.0,1.0,,
1062,0.0,1.0,,
1063,0.0,1.0,,
1064,2.59439,0.66667,,
1065,0.0,1.0,,
1066,0.0,1.0,,
1067,0.0,1.0,,
1068,5.33077,0.66667,,
1069,0.0,1.0,,
1070,0.0,1.0,,
1071,0.00998,1.0,,
1072,5.31903,0.66667,,
1073,4.27992,0.66667,,
1074,0.0,1.0,,
1075,0.0,1.0,,
1076,0.0,1.0,,
1077,0.0,1.0,,
1078,0.0,1.0,,
1079,0.0,1.0,,
1080,0.0,1.0,,
1081,0.43898,0.66667,,
1082,5.16295,0.66667,,
1083,0.0008,1.0,,
1084,0.0,1.0,,
1085,0.0,1.0,,
1086,0.0,1.0,,
1087,0.0,1.0,,
1088,0.00064,1.0,,
1089,0.00043,1.0,,
1090,2.01041,0.66667,,
1091,0.0,1.0,,
1092,0.0,1.0,,
1093,4.37994,0.66667,,
1094,0.0,1.0,,
1095,0.00012,1.0,,
1096,0.0,1.0,,
1097,0.0,1.0,,
1098,0.0,1.0,,
1099,0.0,1.0,,
1100,1e-05,1.0,,
1101,0.0,1.0,0.0,0.33333
1102,0.0,1.0,,
1103,0.0,1.0,,
1104,0.0,1.0,,
1105,0.0,1.0,,
1106,0.0,1.0,,
1107,0.0,1.0,,
1108,2.09549,0.66667,,
1109,0.0,1.0,,
1110,0.0,1.0,,
1111,5.68155,0.66667,,
1112,5.6923,0.66667,,
1113,5.87831,0.66667,,
1114,4.94555,0.66667,,
1115,0.0,1.0,,
1116,0.0,1.0,,
1117,1e-05,1.0,,
1118,0.0,1.0,,
1119,0.0,1.0,,
1120,0.0,1.0,,
1121,0.0,1.0,,
1122,0.0,1.0,,
1123,0.0,1.0,,
1124,0.0,1.0,,
1125,5.40391,0.66667,,
1126,0.0,1.0,,
1127,0.0,1.0,,
1128,0.0,1.0,,
1129,0.0,1.0,,
1130,0.0,1.0,,
1131,0.0,1.0,,
1132,0.0,1.0,,
1133,0.09522,1.0,,
1134,3.88501,0.66667,,
1135,0.0,1.0,,
1136,0.0,1.0,,
1137,0.0,1.0,,
1138,0.0,1.0,,
1139,4.33754,0.66667,,
1140,0.0,1.0,,
1141,5.28977,0.66667,,
1142,1.36524,0.66667,,
1143,0.0,1.0,,
1144,4.45813,0.66667,,
1145,5.3325,0.66667,,
1146,0.0,1.0,,
1147,0.0,1.0,,
1148,0.0,1.0,,
1149,0.0,1.0,,
1150,0.0,1.0,,
1151,0.0,1.0,,
1152,2.78521,0.66667,,
1153,0.0,1.0,,
1154,0.0,1.0,,
1155,0.0,1.0,,
1156,0.0,1.0,,
1157,0.0,1.0,,
1158,4.91917,0.66667,,
1159,0.0,1.0,,
1160,0.0,1.0,,
1161,0.0,1.0,,
1162,5.59234,0.66667,,
1163,5.43222,0.66667,,
1164,0.0,1.0,,
1165,0.0,1.0,,
1166,0.0,1.0,,
1167,0.0,1.0,,
1168,5.5748,0.66667,,
1169,0.0,1.0,,
1170,0.0,1.0,,
1171,0.0,1.0,,
1172,0.0,1.0,,
1173,5.34285,0.66667,,
1174,1e-05,1.0,,
1175,0.0,1.0,,
1176,0.0,1.0,,
1177,0.0,1.0,,
1178,0.0,1.0,,
1179,0.0,1.0,,
1180,5.14066,0.66667,,
1181,0.0,1.0,,
1182,0.0,1.0,,
1183,0.0,1.0,,
1184,0.0,1.0,,
1185,0.0,1.0,,
1186,0.00014,1.0,,
1187,0.0,1.0,,
1188,3.96924,0.66667,,
1189,0.0,1.0,,
1190,0.0,1.0,,
1191,0.0,1.0,,
1192,0.0,1.0,,
1193,0.0,1.0,,
1194,4.77567,0.66667,,
1195,0.0,1.0,,
1196,5.41329,0.66667,,
1197,0.0,1.0,,
1198,4.49709,0.66667,,
1199,0.0,1.0,,
1200,0.0,1.0,,
1201,0.0,1.0,0.0,0.33333
1202,0.0,1.0,,
1203,5.36987,0.66667,,
1204,0.0,1.0,,
1205,0.0,1.0,,
1206,0.0,1.0,,
1207,0.04096,1.0,,
1208,0.0,1.0,,
1209,0.0,1.0,,
1210,0.0,1.0,,
1211,0.0,1.0,,
1212,0.0,1.0,,
1213,4.41759,0.66667,,
1214,0.0,1.0,,
1215,5.63692,0.66667,,
1216,5.32961,0.66667,,
1217,0.0,1.0,,
1218,0.0,1.0,,
1219,0.00014,1.0,,
1220,5.46676,0.66667,,
1221,0.0,1.0,,
1222,0.0,1.0,,
1223,0.0,1.0,,
1224,5.37584,0.66667,,
1225,0.0,1.0,,
1226,0.0,1.0,,
1227,0.0,1.0,,
1228,0.0,1.0,,
1229,0.0,1.0,,
1230,0.0,1.0,,
1231,0.0,1.0,,
1232,0.0,1.0,,
1233,4.34814,0.66667,,
1234,0.0,1.0,,
1235,5.09619,0.66667,,
1236,0.0,1.0,,
1237,0.0,1.0,,
1238,0.0,1.0,,
1239,0.0,1.0,,
1240,0.00031,1.0,,
1241,0.0,1.0,,
1242,0.0,1.0,,
1243,0.0,1.0,,
1244,0.0,1.0,,
1245,0.0,1.0,,
1246,1e-05,1.0,,
1247,0.0,1.0,,
1248,0.0,1.0,,
1249,0.0,1.0,,
1250,0.0,1.0,,
1251,0.0,1.0,,
1252,0.0,1.0,,
1253,5.65711,0.66667,,
1254,0.0,1.0,,
1255,0.0,1.0,,
1256,0.0,1.0,,
1257,0.0,1.0,,
1258,0.0,1.0,,
1259,0.0,1.0,,
1260,0.0,1.0,,
1261,5.53281,0.66667,,
1262,0.00127,1.0,,
1263,0.0,1.0,,
1264,0.0,1.0,,
1265,4.15337,0.66667,,
1266,0.0,1.0,,
1267,0.0,1.0,,
1268,0.0,1.0,,
1269,0.0,1.0,,
1270,0.0,1.0,,
1271,0.0,1.0,,
1272,4.90832,0.66667,,
1273,0.0,1.0,,
1274,3.10078,0.66667,,
1275,0.0,1.0,,
1276,0.0,1.0,,
1277,0.0,1.0,,
1278,6.1102,0.66667,,
1279,2.80639,0.66667,,
1280,1e-05,1.0,,
1281,0.0,1.0,,
1282,0.0,1.0,,
1283,0.0,1.0,,
1284,0.00689,1.0,,
1285,0.0,1.0,,
1286,0.0,1.0,,
1287,1.71814,0.66667,,
1288,3e-05,1.0,,
1289,0.0552,1.0,,
1290,5.44908,0.66667,,
1291,0.00012,1.0,,
1292,0.0,1.0,,
1293,4.90415,0.66667,,
1294,0.0,1.0,,
1295,0.0,1.0,,
1296,0.0,1.0,,
1297,5.44387,0.66667,,
1298,0.0,1.0,,
1299,0.0,1.0,,
1300,3.98758,0.66667,,
1301,4.89095,0.66667,0.0,0.33333
1302,0.0,1.0,,
1303,0.0,1.0,,
1304,0.0,1.0,,
1305,0.0,1.0,,
1306,0.0,1.0,,
1307,0.0,1.0,,
1308,0.0,1.0,,
1309,0.0,1.0,,
1310,0.0,1.0,,
1311,0.0,1.0,,
1312,0.0,1.0,,
1313,0.0,1.0,,
1314,0.0,1.0,,
1315,2.14771,0.66667,,
1316,0.0,1.0,,
1317,0.0,1.0,,
1318,0.0,1.0,,
1319,4.95354,0.66667,,
1320,0.0,1.0,,
1321,4.93022,0.66667,,
1322,0.0,1.0,,
1323,0.0,1.0,,
1324,0.0,1.0,,
1325,0.0,1.0,,
1326,0.0,1.0,,
1327,0.0,1.0,,
1328,0.0,1.0,,
1329,0.02023,1.0,,
1330,0.0,1.0,,
1331,0.0,1.0,,
1332,0.0,1.0,,
1333,0.0,1.0,,
1334,0.0,1.0,,
1335,0.0,1.0,,
1336,4.80732,0.66667,,
1337,5.57801,0.66667,,
1338,0.0,1.0,,
1339,0.0,1.0,,
1340,0.0,1.0,,
1341,0.0,1.0,,
1342,5.00592,0.66667,,
1343,5.04037,0.66667,,
1344,0.0,1.0,,
1345,0.0,1.0,,
1346,0.0,1.0,,
1347,0.0,1.0,,
1348,0.0,1.0,,
1349,5.30692,0.66667,,
1350,0.0,1.0,,
1351,0.0,1.0,,
1352,0.0,1.0,,
1353,0.0,1.0,,
1354,0.0,1.0,,
1355,0.0,1.0,,
1356,0.0,1.0,,
1357,0.0,1.0,,
1358,0.0,1.0,,
1359,0.0,1.0,,
1360,0.0,1.0,,
1361,0.01552,1.0,,
1362,0.0,1.0,,
1363,5.53376,0.66667,,
1364,0.0,1.0,,
1365,7e-05,1.0,,
1366,0.0,1.0,,
1367,0.0,1.0,,
1368,0.0,1.0,,
1369,0.36158,0.66667,,
1370,0.0,1.0,,
1371,0.0,1.0,,
1372,0.0,1.0,,
1373,0.0,1.0,,
1374,0.0,1.0,,
1375,0.0,1.0,,
1376,0.00039,1.0,,
1377,5.10713,0.66667,,
1378,0.0,1.0,,
1379,0.0,1.0,,
1380,0.0,1.0,,
1381,0.0,1.0,,
1382,0.0,1.0,,
1383,0.0,1.0,,
1384,0.0,1.0,,
1385,0.0,1.0,,
1386,0.0,1.0,,
1387,0.0,1.0,,
1388,0.0,1.0,,
1389,0.0,1.0,,
1390,0.0,1.0,,
1391,0.0,1.0,,
1392,0.0,1.0,,
1393,0.0,1.0,,
1394,6.16324,0.66667,,
1395,3.54169,0.66667,,
1396,0.0,1.0,,
1397,0.0,1.0,,
1398,6.12366,0.66667,,
1399,0.37282,0.66667,,
1400,0.0,1.0,,
1401,0.0,1.0,0.0,0.33333
1402,0.0,1.0,,
1403,0.0,1.0,,
1404,4.86376,0.66667,,
1405,0.0,1.0,,
1406,0.0,1.0,,
1407,0.0,1.0,,
1408,0.0,1.0,,
1409,0.0,1.0,,
1410,0.0,1.0,,
1411,0.0,1.0,,
1412,0.0,1.0,,
1413,0.0,1.0,,
1414,0.0,1.0,,
1415,0.0,1.0,,
1416,0.0,1.0,,
1417,0.0,1.0,,
1418,0.0,1.0,,
1419,0.0,1.0,,
1420,0.0,1.0,,
1421,0.0,1.0,,
1422,5.7632,0.66667,,
1423,5.25092,0.66667,,
1424,0.02522,1.0,,
1425,2.23946,0.66667,,
1426,5.14463,0.66667,,
1427,0.0,1.0,,
1428,0.0,1.0,,
1429,0.0,1.0,,
1430,0.0,1.0,,
1431,0.0,1.0,,
1432,0.0,1.0,,
1433,0.0,1.0,,
1434,0.0,1.0,,
1435,0.0,1.0,,
1436,0.0,1.0,,
1437,0.0,1.0,,
1438,0.0,1.0,,
1439,0.0,1.0,,
1440,0.0,1.0,,
1441,0.0,1.0,,
1442,0.0,1.0,,
1443,0.0,1.0,,
1444,5.4726,0.66667,,
1445,0.0,1.0,,
1446,5.26561,0.66667,,
1447,0.0,1.0,,
1448,0.0,1.0,,
1449,0.0,1.0,,
1450,0.00663,1.0,,
1451,5.72651,0.66667,,
1452,2.92839,0.66667,,
1453,0.0,1.0,,
1454,0.0,1.0,,
1455,0.0,1.0,,
1456,0.0,1.0,,
1457,0.71928,0.66667,,
1458,0.0,1.0,,
1459,6.14368,0.66667,,
1460,0.0,1.0,,
1461,5.5738,0.66667,,
1462,0.0,1.0,,
1463,0.0,1.0,,
1464,0.0,1.0,,
1465,0.0,1.0,,
1466,6.18292,0.66667,,
1467,0.0,1.0,,
1468,5.87625,0.66667,,
1469,0.0,1.0,,
1470,0.0,1.0,,
1471,0.0,1.0,,
1472,0.0,1.0,,
1473,0.0,1.0,,
1474,0.0,1.0,,
1475,5.44784,0.66667,,
1476,4.6063,0.66667,,
1477,0.0,1.0,,
1478,0.0,1.0,,
1479,0.00934,1.0,,
1480,0.0,1.0,,
1481,0.0,1.0,,
1482,0.0,1.0,,
1483,1e-05,1.0,,
1484,0.0,1.0,,
1485,0.0,1.0,,
1486,0.0,1.0,,
1487,4.91784,0.66667,,
1488,0.0,1.0,,
1489,0.0,1.0,,
1490,5.50258,0.66667,,
1491,0.0,1.0,,
1492,0.00605,1.0,,
1493,0.0,1.0,,
1494,1e-05,1.0,,
1495,0.0,1.0,,
1496,0.0,1.0,,
1497,0.0,1.0,,
1498,0.0,1.0,,
1499,0.0,1.0,,
1500,0.0,1.0,,
1501,0.0,1.0,0.0,0.33333
1502,0.0,1.0,,
1503,0.0,1.0,,
1504,0.0,1.0,,
1505,5.01412,0.66667,,
1506,0.0,1.0,,
1507,0.0,1.0,,
1508,0.00029,1.0,,
1509,2.62218,0.66667,,
1510,0.0,1.0,,
1511,0.0,1.0,,
1512,4.11961,0.66667,,
1513,0.0,1.0,,
1514,0.0,1.0,,
1515,0.0,1.0,,
1516,5.52937,0.66667,,
1517,5e-05,1.0,,
1518,0.0,1.0,,
1519,0.0,1.0,,
1520,0.0,1.0,,
1521,0.0,1.0,,
1522,0.0,1.0,,
1523,4.12157,0.66667,,
1524,0.0,1.0,,
1525,0.0,1.0,,
1526,0.0,1.0,,
1527,0.0,1.0,,
1528,0.0,1.0,,
1529,0.0,1.0,,
1530,0.0,1.0,,
1531,0.0,1.0,,
1532,5.60754,0.66667,,
1533,4.25519,0.66667,,
1534,0.0,1.0,,
1535,0.0,1.0,,
1536,0.0,1.0,,
1537,0.0,1.0,,
1538,0.0,1.0,,
1539,5.12676,0.66667,,
1540,5.90022,0.66667,,
1541,4.73762,0.66667,,
1542,0.0,1.0,,
1543,0.0,1.0,,
1544,0.0,1.0,,
1545,0.0,1.0,,
1546,0.0,1.0,,
1547,5.33033,0.66667,,
1548,0.0,1.0,,
1549,0.0,1.0,,
1550,5.43601,0.66667,,
1551,0.0,1.0,,
1552,0.0,1.0,,
1553,0.0,1.0,,
1554,0.0,1.0,,
1555,1e-05,1.0,,
1556,0.0,1.0,,
1557,5.49012,0.66667,,
1558,0.0,1.0,,
1559,6e-05,1.0,,
1560,0.0,1.0,,
1561,0.0,1.0,,
1562,0.0,1.0,,
1563,0.0,1.0,,
1564,7e-05,1.0,,
1565,0.0,1.0,,
1566,0.0,1.0,,
1567,0.0,1.0,,
1568,0.26867,0.66667,,
1569,0.0,1.0,,
1570,5.65239,0.66667,,
1571,0.02788,1.0,,
1572,5.28124,0.66667,,
1573,0.0,1.0,,
1574,0.0,1.0,,
1575,2.83592,0.66667,,
1576,0.0,1.0,,
1577,0.0,1.0,,
1578,5.11635,0.66667,,
1579,0.05004,1.0,,
1580,0.0,1.0,,
1581,0.0,1.0,,
1582,0.0,1.0,,
1583,0.0,1.0,,
1584,0.0,1.0,,
1585,0.0,1.0,,
1586,0.0,1.0,,
1587,0.0,1.0,,
1588,0.0,1.0,,
1589,0.30432,0.66667,,
1590,5.47541,0.66667,,
1591,0.0,1.0,,
1592,5.42678,0.66667,,
1593,0.0,1.0,,
1594,0.0,1.0,,
1595,2.44866,0.66667,,
1596,0.0,1.0,,
1597,0.0,1.0,,
1598,0.0,1.0,,
1599,0.0,1.0,,
1600,0.0,1.0,,
1601,5.14887,0.66667,0.0,0.33333
1602,0.0,1.0,,
1603,4.75465,0.66667,,
1604,0.0,1.0,,
1605,0.0,1.0,,
1606,0.0,1.0,,
1607,0.0,1.0,,
1608,0.0,1.0,,
1609,0.0,1.0,,
1610,5.34989,0.66667,,
1611,5.28195,0.66667,,
1612,0.0,1.0,,
1613,0.0,1.0,,
1614,3.26796,0.66667,,
1615,0.0,1.0,,
1616,0.0,1.0,,
1617,0.0,1.0,,
1618,0.0,1.0,,
1619,0.0,1.0,,
1620,0.0,1.0,,
1621,0.0,1.0,,
1622,0.0,1.0,,
1623,0.0,1.0,,
1624,0.0,1.0,,
1625,0.0,1.0,,
1626,5.28978,0.66667,,
1627,7e-05,1.0,,
1628,0.0,1.0,,
1629,5.57761,0.66667,,
1630,5.53732,0.66667,,
1631,0.0,1.0,,
1632,0.0,1.0,,
1633,0.0,1.0,,
1634,0.0,1.0,,
1635,5.14636,0.66667,,
1636,0.0,1.0,,
1637,0.0,1.0,,
1638,0.0,1.0,,
1639,0.0,1.0,,
1640,0.0,1.0,,
1641,0.0,1.0,,
1642,0.0,1.0,,
1643,0.0,1.0,,
1644,5.862,0.66667,,
1645,0.0,1.0,,
1646,0.0,1.0,,
1647,0.0,1.0,,
1648,0.0,1.0,,
1649,0.0,1.0,,
1650,4.80202,0.66667,,
1651,0.0,1.0,,
1652,0.0,1.0,,
1653,0.0,1.0,,
1654,0.0,1.0,,
1655,5.56732,0.66667,,
1656,5.14523,0.66667,,
1657,0.0,1.0,,
1658,0.0,1.0,,
1659,0.0,1.0,,
1660,0.0,1.0,,
1661,0.0,1.0,,
1662,0.0,1.0,,
1663,0.0,1.0,,
1664,0.0,1.0,,
1665,0.0,1.0,,
1666,0.0,1.0,,
1667,0.0,1.0,,
1668,0.0,1.0,,
1669,0.0,1.0,,
1670,0.0,1.0,,
1671,0.0,1.0,,
1672,0.0,1.0,,
1673,0.0,1.0,,
1674,0.0,1.0,,
1675,0.0,1.0,,
1676,5.35497,0.66667,,
1677,0.0,1.0,,
1678,0.00237,1.0,,
1679,0.0,1.0,,
1680,0.0,1.0,,
1681,0.0,1.0,,
1682,0.0,1.0,,
1683,0.0,1.0,,
1684,0.0,1.0,,
1685,0.0,1.0,,
1686,3.42492,0.66667,,
1687,0.0,1.0,,
1688,0.0,1.0,,
1689,0.0,1.0,,
1690,0.0,1.0,,
1691,4.67357,0.66667,,
1692,0.0,1.0,,
1693,4.51321,0.66667,,
1694,0.0,1.0,,
1695,0.0,1.0,,
1696,0.0,1.0,,
1697,0.0,1.0,,
1698,0.0,1.0,,
1699,5.41794,0.66667,,
1700,4.63038,0.66667,,
1701,0.0,1.0,0.0,0.33333
1702,0.0,1.0,,
1703,0.0,1.0,,
1704,5.29161,0.66667,,
1705,5.72928,0.66667,,
1706,0.0,1.0,,
1707,0.0,1.0,,
1708,0.0,1.0,,
1709,5.16146,0.66667,,
1710,0.0,1.0,,
1711,0.0,1.0,,
1712,0.0,1.0,,
1713,0.0,1.0,,
1714,0.0,1.0,,
1715,5.31896,0.66667,,
1716,5.38448,0.66667,,
1717,0.0,1.0,,
1718,0.0,1.0,,
1719,0.0,1.0,,
1720,0.0,1.0,,
1721,0.24196,0.66667,,
1722,0.0,1.0,,
1723,0.0,1.0,,
1724,3e-05,1.0,,
1725,0.0,1.0,,
1726,0.0,1.0,,
1727,0.0,1.0,,
1728,0.0,1.0,,
1729,0.0,1.0,,
1730,0.0,1.0,,
1731,0.0,1.0,,
1732,0.0,1.0,,
1733,0.0,1.0,,
1734,0.0,1.0,,
1735,0.0,1.0,,
1736,0.0,1.0,,
1737,0.0,1.0,,
1738,0.0,1.0,,
1739,0.0,1.0,,
1740,0.0,1.0,,
1741,0.0,1.0,,
1742,2e-05,1.0,,
1743,0.0,1.0,,
1744,2.99358,0.66667,,
1745,0.0,1.0,,
1746,0.0,1.0,,
1747,0.0,1.0,,
1748,1e-05,1.0,,
1749,0.0,1.0,,
1750,0.0,1.0,,
1751,0.0,1.0,,
1752,0.0,1.0,,
1753,0.0,1.0,,
1754,5.84837,0.66667,,
1755,4.9871,0.66667,,
1756,0.0,1.0,,
1757,0.0,1.0,,
1758,0.0,1.0,,
1759,0.0,1.0,,
1760,4.56453,0.66667,,
1761,0.0,1.0,,
1762,5.74496,0.66667,,
1763,0.0,1.0,,
1764,0.0,1.0,,
1765,0.0,1.0,,
1766,0.0,1.0,,
1767,0.0,1.0,,
1768,0.0,1.0,,
1769,0.0,1.0,,
1770,5.48642,0.66667,,
1771,0.0,1.0,,
1772,0.0,1.0,,
1773,0.0,1.0,,
1774,0.0,1.0,,
1775,0.0,1.0,,
1776,0.0,1.0,,
1777,0.0,1.0,,
1778,5.11587,0.66667,,
1779,0.0,1.0,,
1780,0.0,1.0,,
1781,0.0,1.0,,
1782,0.0,1.0,,
1783,0.0,1.0,,
1784,0.0,1.0,,
1785,0.0,1.0,,
1786,0.0,1.0,,
1787,0.0,1.0,,
1788,0.0,1.0,,
1789,0.0,1.0,,
1790,4.8438,0.66667,,
1791,0.0,1.0,,
1792,0.0,1.0,,
1793,0.0,1.0,,
1794,4.79219,0.66667,,
1795,0.0,1.0,,
1796,0.0,1.0,,
1797,0.0,1.0,,
1798,0.0,1.0,,
1799,3e-05,1.0,,
1800,0.0,1.0,,
